# Sedes municipais p/ camada 'Cidades' — gerado por tools/gera_cidades_ibge.py
# Fontes: IBGE (coordenadas/capital + agregado 6579). Corte: pop>=12000
nome,uf,lat,lon,populacao,capital
Porto Alegre,RS,-30.0318,-51.2065,1388794,1
Caxias do Sul,RS,-29.1629,-51.1792,479599,0
Canoas,RS,-29.9128,-51.1857,359840,0
Pelotas,RS,-31.7649,-52.3371,336150,0
Santa Maria,RS,-29.6868,-53.8149,282395,0
Gravataí,RS,-29.9413,-50.9869,275430,0
Novo Hamburgo,RS,-29.6875,-51.1328,235802,0
Viamão,RS,-30.0819,-51.0194,231996,0
São Leopoldo,RS,-29.7545,-51.1498,225737,0
Passo Fundo,RS,-28.2576,-52.4091,214811,0
Rio Grande,RS,-32.0349,-52.1071,198935,0
Alvorada,RS,-29.9914,-51.0809,194062,0
Cachoeirinha,RS,-29.9472,-51.1016,141503,0
Santa Cruz do Sul,RS,-29.722,-52.4343,138270,0
Sapucaia do Sul,RS,-29.8276,-51.145,136572,0
Bento Gonçalves,RS,-29.1662,-51.5165,127977,0
Bagé,RS,-31.3297,-54.0999,121928,0
Uruguaiana,RS,-29.7614,-57.0853,120819,0
Erechim,RS,-27.6364,-52.2697,109609,0
Lajeado,RS,-29.4591,-51.9644,96879,0
Guaíba,RS,-30.1086,-51.3233,95946,0
Ijuí,RS,-28.388,-53.92,87848,0
Sant'Ana do Livramento,RS,-30.8773,-55.5392,87329,0
Cachoeira do Sul,RS,-30.033,-52.8928,82222,0
Santa Rosa,RS,-27.8702,-54.4796,79488,0
Santo Ângelo,RS,-28.3001,-54.2668,79146,0
Esteio,RS,-29.852,-51.1841,78144,0
Sapiranga,RS,-29.6349,-51.0064,77935,0
Alegrete,RS,-29.7902,-55.7949,74285,0
Farroupilha,RS,-29.2227,-51.3419,72552,0
Venâncio Aires,RS,-29.6143,-52.1932,70842,0
Montenegro,RS,-29.6824,-51.4679,66352,0
Capão da Canoa,RS,-29.7642,-50.0282,66234,0
Vacaria,RS,-28.5079,-50.9418,66146,0
Campo Bom,RS,-29.6747,-51.0606,64719,0
Camaquã,RS,-30.8489,-51.8043,63961,0
Carazinho,RS,-28.2958,-52.7933,63670,0
São Borja,RS,-28.6578,-56.0036,61311,0
Cruz Alta,RS,-28.645,-53.6048,60454,0
São Gabriel,RS,-30.3337,-54.3217,60090,0
Tramandaí,RS,-29.9841,-50.1322,56430,0
Taquara,RS,-29.6505,-50.7753,54353,0
Parobé,RS,-29.6243,-50.8312,53569,0
Canguçu,RS,-31.396,-52.6783,50968,0
Canela,RS,-29.356,-50.8119,50715,0
Santiago,RS,-29.1897,-54.8666,50336,0
Estância Velha,RS,-29.6535,-51.1843,49499,0
Osório,RS,-29.8881,-50.2667,48999,0
Marau,RS,-28.4498,-52.1986,46748,0
Panambi,RS,-28.2833,-53.5023,45102,0
Santo Antônio da Patrulha,RS,-29.8268,-50.5175,44431,0
Torres,RS,-29.3334,-49.7333,43344,0
São Lourenço do Sul,RS,-31.3564,-51.9715,43278,0
Gramado,RS,-29.3734,-50.8762,41705,0
Eldorado do Sul,RS,-30.0847,-51.6187,41012,0
Dom Pedrito,RS,-30.9756,-54.6694,38080,0
Rosário do Sul,RS,-30.2515,-54.9221,37674,0
Itaqui,RS,-29.1311,-56.5515,36811,0
Charqueadas,RS,-29.9625,-51.6289,36110,0
São Luiz Gonzaga,RS,-28.412,-54.9559,35865,0
Rio Pardo,RS,-29.988,-52.3711,35641,0
Garibaldi,RS,-29.259,-51.5352,35563,0
Portão,RS,-29.7015,-51.2429,35273,0
Igrejinha,RS,-29.5693,-50.7919,34776,0
Palmeira das Missões,RS,-27.9007,-53.3134,34227,0
Teutônia,RS,-29.4482,-51.8044,34023,0
Frederico Westphalen,RS,-27.3586,-53.3958,33726,0
Caçapava do Sul,RS,-30.5144,-53.4827,33501,0
Estrela,RS,-29.5002,-51.9495,33263,0
Flores da Cunha,RS,-29.0261,-51.1875,32015,0
Santa Vitória do Palmar,RS,-33.525,-53.3717,31965,0
Dois Irmãos,RS,-29.5836,-51.0898,31804,0
Carlos Barbosa,RS,-29.2969,-51.5028,31585,0
Soledade,RS,-28.8306,-52.5131,30939,0
Nova Santa Rita,RS,-29.8525,-51.2837,30189,0
Candelária,RS,-29.6684,-52.7895,29775,0
Lagoa Vermelha,RS,-28.2093,-51.5248,28622,0
Triunfo,RS,-29.9291,-51.7075,28435,0
Imbé,RS,-29.9753,-50.1281,28027,0
Vera Cruz,RS,-29.7184,-52.5152,27670,0
Capão do Leão,RS,-31.7565,-52.4889,27416,0
Jaguarão,RS,-32.5604,-53.377,27396,0
Nova Prata,RS,-28.7799,-51.6113,26637,0
Três Passos,RS,-27.4555,-53.9296,26304,0
São José do Norte,RS,-32.0151,-52.0331,26248,0
Guaporé,RS,-28.8399,-51.8895,26168,0
Taquari,RS,-29.7943,-51.8653,25963,0
Três de Maio,RS,-27.78,-54.2357,25466,0
Tapejara,RS,-28.0652,-52.0097,25256,0
São Sebastião do Caí,RS,-29.5885,-51.3749,24898,0
Veranópolis,RS,-28.9312,-51.5516,24554,0
Três Coroas,RS,-29.5137,-50.7739,24428,0
Encruzilhada do Sul,RS,-30.543,-52.5204,24275,0
Quaraí,RS,-30.384,-56.4483,23995,0
Nova Petrópolis,RS,-29.3741,-51.1136,23934,0
Ivoti,RS,-29.5995,-51.1533,23566,0
Encantado,RS,-29.2351,-51.8703,23520,0
Sarandi,RS,-27.942,-52.9231,23374,0
Arroio do Meio,RS,-29.4014,-51.9557,22523,0
São Francisco de Paula,RS,-29.4404,-50.5828,22388,0
Ibirubá,RS,-28.6302,-53.0961,22106,0
Rolante,RS,-29.6462,-50.5819,21752,0
São Sepé,RS,-30.1643,-53.5603,21551,0
São Marcos,RS,-28.9677,-51.0696,21549,0
São Jerônimo,RS,-29.9716,-51.7251,21412,0
Nova Hartz,RS,-29.5808,-50.9051,20558,0
Tupanciretã,RS,-29.0858,-53.8445,20324,0
Butiá,RS,-30.1179,-51.9601,19421,0
Horizontina,RS,-27.6282,-54.3053,19252,0
Júlio de Castilhos,RS,-29.2299,-53.6772,18545,0
Não-Me-Toque,RS,-28.4548,-52.8182,18335,0
São Francisco de Assis,RS,-29.5547,-55.1253,17934,0
Arroio Grande,RS,-32.2327,-53.0862,17879,0
Piratini,RS,-31.4473,-53.0973,17770,0
Cidreira,RS,-30.1604,-50.2337,17583,0
Serafina Corrêa,RS,-28.7126,-51.9352,17407,0
Getúlio Vargas,RS,-27.8911,-52.2294,16955,0
Xangri-lá,RS,-29.8065,-50.0519,16949,0
Sananduva,RS,-27.947,-51.8079,16770,0
Agudo,RS,-29.6447,-53.2515,16341,0
Giruá,RS,-28.0297,-54.3517,16273,0
São Pedro do Sul,RS,-29.6202,-54.1855,15863,0
Santo Cristo,RS,-27.8263,-54.662,15667,0
Espumoso,RS,-28.7286,-52.8461,15478,0
Balneário Pinhal,RS,-30.2419,-50.2337,15413,0
Restinga Sêca,RS,-29.8188,-53.3807,15205,0
Arroio dos Ratos,RS,-30.0875,-51.7275,14934,0
Tapes,RS,-30.6683,-51.3991,14920,0
Tenente Portela,RS,-27.3711,-53.7585,14820,0
Sobradinho,RS,-29.4194,-53.0326,14512,0
Santo Augusto,RS,-27.8526,-53.7776,14196,0
Nonoai,RS,-27.3689,-52.7756,14074,0
Cerro Largo,RS,-28.1463,-54.7428,14014,0
Feliz,RS,-29.4527,-51.3032,13994,0
Bom Princípio,RS,-29.4856,-51.3548,13665,0
Antônio Prado,RS,-28.8565,-51.2883,13332,0
Dom Feliciano,RS,-30.7004,-52.1026,13280,0
Palmares do Sul,RS,-30.2535,-50.5103,13189,0
Crissiumal,RS,-27.4999,-54.0994,13116,0
Bom Retiro do Sul,RS,-29.6071,-51.9456,12587,0
Cruzeiro do Sul,RS,-29.5148,-51.9928,12574,0
Barra do Ribeiro,RS,-30.2939,-51.3014,12473,0
Mostardas,RS,-31.1054,-50.9167,12347,0
Seberi,RS,-27.4829,-53.4026,12325,0
Arroio do Tigre,RS,-29.3348,-53.0966,12291,0
Joinville,SC,-26.3045,-48.8487,664541,0
Florianópolis,SC,-27.5945,-48.5477,587486,1
Blumenau,SC,-26.9155,-49.0709,385558,0
São José,SC,-27.6136,-48.6366,295658,0
Itajaí,SC,-26.9101,-48.6705,294850,0
Chapecó,SC,-27.1004,-52.6152,282648,0
Palhoça,SC,-27.6455,-48.6697,253469,0
Criciúma,SC,-28.6723,-49.3729,227438,0
Jaraguá do Sul,SC,-26.4851,-49.0713,199519,0
Lages,SC,-27.815,-50.3259,172458,0
Brusque,SC,-27.0977,-48.9107,155307,0
Balneário Camboriú,SC,-26.9926,-48.6352,151674,0
Camboriú,SC,-27.0241,-48.6503,117324,0
Tubarão,SC,-28.4713,-49.0144,116725,0
Navegantes,SC,-26.8943,-48.6546,96046,0
São Bento do Sul,SC,-26.2495,-49.3831,87661,0
Concórdia,SC,-27.2335,-52.026,87206,0
Itapema,SC,-27.0861,-48.616,86116,0
Biguaçu,SC,-27.496,-48.6598,83756,0
Gaspar,SC,-26.9336,-48.9534,78344,0
Indaial,SC,-26.8992,-49.2354,77888,0
Rio do Sul,SC,-27.2156,-49.643,77451,0
Araranguá,SC,-28.9356,-49.4918,76611,0
Caçador,SC,-26.7757,-51.012,76298,0
Içara,SC,-28.7132,-49.3087,63489,0
Videira,SC,-27.0086,-51.1543,59074,0
Tijucas,SC,-27.2354,-48.6322,58695,0
Mafra,SC,-26.1159,-49.8086,57262,0
Imbituba,SC,-28.2284,-48.6659,57256,0
Canoinhas,SC,-26.1766,-50.395,56948,0
São Francisco do Sul,SC,-26.2579,-48.6344,56726,0
Xanxerê,SC,-26.8747,-52.4036,54891,0
Barra Velha,SC,-26.637,-48.6933,52860,0
Araquari,SC,-26.3754,-48.7188,52079,0
Guaramirim,SC,-26.4688,-49.0026,51009,0
Timbó,SC,-26.8246,-49.269,49768,0
São Miguel do Oeste,SC,-26.7242,-53.5163,47724,0
Laguna,SC,-28.4843,-48.7772,44060,0
Curitibanos,SC,-27.2824,-50.5816,41741,0
Rio Negrinho,SC,-26.2591,-49.5177,40132,0
Campos Novos,SC,-27.4002,-51.2276,39049,0
Pomerode,SC,-26.7384,-49.1785,37003,0
Penha,SC,-26.7754,-48.6465,36995,0
Itapoá,SC,-26.1158,-48.6182,36033,0
Braço do Norte,SC,-28.2681,-49.1701,35985,0
São João Batista,SC,-27.2772,-48.8474,35336,0
Forquilhinha,SC,-28.7454,-49.4785,34771,0
Xaxim,SC,-26.9596,-52.5374,34485,0
Garopaba,SC,-28.0275,-48.6192,34070,0
Fraiburgo,SC,-27.0233,-50.92,34065,0
Porto União,SC,-26.2451,-51.0759,33694,0
Joaçaba,SC,-27.1721,-51.5108,31809,0
Sombrio,SC,-29.108,-49.6328,31722,0
Porto Belo,SC,-27.1586,-48.5469,31557,0
Maravilha,SC,-26.7665,-53.1737,30743,0
Balneário Piçarras,SC,-26.7639,-48.6717,30593,0
Santo Amaro da Imperatriz,SC,-27.6852,-48.7813,30099,0
Bombinhas,SC,-27.1382,-48.5146,28738,0
Ituporanga,SC,-27.4101,-49.5963,28461,0
São Joaquim,SC,-28.2887,-49.9457,26982,0
Guabiruba,SC,-27.0808,-48.9804,26645,0
São Lourenço do Oeste,SC,-26.3557,-52.8498,26056,0
Capivari de Baixo,SC,-28.4498,-48.9631,25015,0
Orleans,SC,-28.3487,-49.2986,24686,0
Capinzal,SC,-27.3473,-51.6057,24414,0
Pinhalzinho,SC,-26.8495,-52.9913,23897,0
Itaiópolis,SC,-26.339,-49.9092,22906,0
Herval d'Oeste,SC,-27.1903,-51.4917,22222,0
Presidente Getúlio,SC,-27.0474,-49.6246,21764,0
Schroeder,SC,-26.4116,-49.074,21710,0
Jaguaruna,SC,-28.6146,-49.0296,21570,0
Urussanga,SC,-28.518,-49.3238,21464,0
Ibirama,SC,-27.0547,-49.5193,20900,0
Três Barras,SC,-26.1056,-50.3197,20525,0
Garuva,SC,-26.0292,-48.852,19970,0
Papanduva,SC,-26.3777,-50.1419,19769,0
Morro da Fumaça,SC,-28.6511,-49.2169,19490,0
Seara,SC,-27.1564,-52.299,19399,0
Taió,SC,-27.121,-49.9942,18909,0
Ilhota,SC,-26.9023,-48.8251,18627,0
Governador Celso Ramos,SC,-27.3172,-48.5576,18280,0
Massaranduba,SC,-26.6109,-49.0054,18122,0
Cocal do Sul,SC,-28.5986,-49.3335,18106,0
Pouso Redondo,SC,-27.2567,-49.9301,18051,0
Balneário Gaivota,SC,-29.1527,-49.5841,17986,0
Otacílio Costa,SC,-27.4789,-50.1231,17873,0
Balneário Arroio do Silva,SC,-28.9806,-49.4237,17786,0
Abelardo Luz,SC,-26.5716,-52.3229,17767,0
Balneário Rincão,SC,-28.8314,-49.2352,17697,0
Itapiranga,SC,-27.1659,-53.7166,17268,0
Balneário Barra do Sul,SC,-26.4597,-48.6123,16953,0
Correia Pinto,SC,-27.5877,-50.3614,16253,0
Corupá,SC,-26.4246,-49.246,15912,0
Palmitos,SC,-27.0702,-53.1586,15781,0
Santa Cecília,SC,-26.9592,-50.4252,15749,0
Dionísio Cerqueira,SC,-26.2648,-53.6351,15316,0
Passo de Torres,SC,-29.3099,-49.722,14859,0
Lauro Muller,SC,-28.3859,-49.4035,14628,0
São José do Cedro,SC,-26.4561,-53.4955,14538,0
São Ludgero,SC,-28.3144,-49.1806,14444,0
Nova Trento,SC,-27.278,-48.9298,14395,0
Siderópolis,SC,-28.5955,-49.4314,14156,0
Nova Veneza,SC,-28.6338,-49.5055,14004,0
Lontras,SC,-27.1684,-49.535,13829,0
Sangão,SC,-28.6326,-49.1322,13797,0
Canelinha,SC,-27.2616,-48.7658,13618,0
Turvo,SC,-28.9272,-49.6831,13604,0
Rodeio,SC,-26.9243,-49.3649,13491,0
Gravatal,SC,-28.3208,-49.0427,13158,0
Campo Alegre,SC,-26.195,-49.2676,12886,0
Antônio Carlos,SC,-27.5191,-48.766,12464,0
Luiz Alves,SC,-26.7151,-48.9322,12246,0
Imaruí,SC,-28.3339,-48.817,12150,0
Aracaju,SE,-10.9091,-37.0677,630932,1
Nossa Senhora do Socorro,SE,-10.8468,-37.1231,204081,0
Itabaiana,SE,-10.6826,-37.4273,109250,0
Lagarto,SE,-10.9136,-37.6689,105957,0
São Cristóvão,SE,-11.0084,-37.2044,101213,0
Estância,SE,-11.2659,-37.4484,67060,0
Tobias Barreto,SE,-11.1798,-37.9995,52783,0
Barra dos Coqueiros,SE,-10.8996,-37.0323,45175,0
Simão Dias,SE,-10.7387,-37.8097,44503,0
Nossa Senhora da Glória,SE,-10.2158,-37.4211,43686,0
Itabaianinha,SE,-11.2693,-37.7875,42230,0
Itaporanga d'Ajuda,SE,-10.99,-37.3078,36074,0
Canindé de São Francisco,SE,-9.6488,-37.7923,33641,0
Capela,SE,-10.5069,-37.0628,32783,0
Poço Redondo,SE,-9.8062,-37.6833,29238,0
Porto da Folha,SE,-9.9163,-37.2842,27348,0
Propriá,SE,-10.2138,-36.8442,27213,0
Nossa Senhora das Dores,SE,-10.4854,-37.1963,25569,0
Boquim,SE,-11.1397,-37.6195,25007,0
Umbaúba,SE,-11.3809,-37.6623,24618,0
Laranjeiras,SE,-10.7981,-37.1731,24047,0
Poço Verde,SE,-10.7151,-38.1813,22217,0
Salgado,SE,-11.0288,-37.4804,20825,0
Aquidabã,SE,-10.278,-37.0148,20556,0
Carira,SE,-10.3524,-37.7002,20314,0
Campo do Brito,SE,-10.7392,-37.4954,18719,0
Areia Branca,SE,-10.758,-37.3251,18626,0
Riachão do Dantas,SE,-11.0729,-37.731,18541,0
Cristinápolis,SE,-11.4668,-37.7585,17594,0
Ribeirópolis,SE,-10.5357,-37.438,17365,0
Indiaroba,SE,-11.5157,-37.515,16991,0
Neópolis,SE,-10.3215,-36.585,16473,0
Japaratuba,SE,-10.5849,-36.9418,16451,0
Maruim,SE,-10.7308,-37.0856,15956,0
Frei Paulo,SE,-10.5513,-37.5279,14921,0
Monte Alegre de Sergipe,SE,-10.0256,-37.5616,14781,0
Carmópolis,SE,-10.6449,-36.9887,14203,0
Santa Luzia do Itanhy,SE,-11.3536,-37.4586,14003,0
Japoatã,SE,-10.3477,-36.8045,13723,0
Pacatuba,SE,-10.4538,-36.6531,12690,0
Tomar do Geru,SE,-11.3694,-37.8433,12094,0
São Paulo,SP,-23.5329,-46.6395,11904961,1
Guarulhos,SP,-23.4538,-46.5333,1349100,0
Campinas,SP,-22.9053,-47.0659,1187974,0
São Bernardo do Campo,SP,-23.6914,-46.5646,841154,0
Santo André,SP,-23.6737,-46.5432,782048,0
Sorocaba,SP,-23.4969,-47.4451,762172,0
Osasco,SP,-23.5324,-46.7916,759524,0
Ribeirão Preto,SP,-21.1699,-47.8099,731639,0
São José dos Campos,SP,-23.1896,-45.8841,727078,0
São José do Rio Preto,SP,-20.8113,-49.3758,504166,0
Mogi das Cruzes,SP,-23.5208,-46.1854,470302,0
Jundiaí,SP,-23.1852,-46.8974,463039,0
Piracicaba,SP,-22.7338,-47.6476,440835,0
Santos,SP,-23.9535,-46.335,429547,0
Mauá,SP,-23.6677,-46.4613,429014,0
Diadema,SP,-23.6813,-46.6205,403579,0
Carapicuíba,SP,-23.5235,-46.8407,398236,0
Bauru,SP,-22.3246,-49.0871,392947,0
Itaquaquecetuba,SP,-23.4835,-46.3457,382983,0
Praia Grande,SP,-24.0084,-46.4121,368539,0
Franca,SP,-20.5352,-47.4039,365494,0
São Vicente,SP,-23.9574,-46.3883,338326,0
Barueri,SP,-23.5057,-46.879,333737,0
Taubaté,SP,-23.0104,-45.5593,322397,0
Suzano,SP,-23.5448,-46.3112,320261,0
Limeira,SP,-22.566,-47.397,301292,0
Guarujá,SP,-23.9888,-46.258,294871,0
Sumaré,SP,-22.8204,-47.2728,291116,0
Cotia,SP,-23.6022,-46.919,289493,0
Taboão da Serra,SP,-23.6019,-46.7526,285307,0
Indaiatuba,SP,-23.0816,-47.2101,269657,0
São Carlos,SP,-22.0174,-47.886,266427,0
Embu das Artes,SP,-23.6437,-46.8579,259788,0
Araraquara,SP,-21.7845,-48.178,253474,0
Jacareí,SP,-23.2983,-45.9658,250952,0
Hortolândia,SP,-22.8529,-47.2143,248842,0
Americana,SP,-22.7374,-47.3331,247571,0
Marília,SP,-22.2171,-49.9501,247348,0
Itapevi,SP,-23.5488,-46.9327,242995,0
Presidente Prudente,SP,-22.1207,-51.3925,234706,0
Rio Claro,SP,-22.3984,-47.5546,210323,0
Araçatuba,SP,-21.2076,-50.4401,208415,0
Santa Bárbara d'Oeste,SP,-22.7553,-47.4143,189456,0
Ferraz de Vasconcelos,SP,-23.5411,-46.371,186479,0
Bragança Paulista,SP,-22.9527,-46.5419,185688,0
Itu,SP,-23.2544,-47.2927,175047,0
São Caetano do Sul,SP,-23.6229,-46.5548,172693,0
Pindamonhangaba,SP,-22.9246,-45.4613,172681,0
Francisco Morato,SP,-23.2792,-46.7448,171476,0
Atibaia,SP,-23.1171,-46.5563,167161,0
Itapetininga,SP,-23.5886,-48.0483,164256,0
Santana de Parnaíba,SP,-23.4439,-46.9178,163787,0
Itapecerica da Serra,SP,-23.7161,-46.8572,163003,0
Mogi Guaçu,SP,-22.3675,-46.9428,160318,0
Botucatu,SP,-22.8837,-48.4437,151053,0
Franco da Rocha,SP,-23.3229,-46.729,150241,0
Caraguatatuba,SP,-23.6125,-45.4125,142248,0
Salto,SP,-23.1996,-47.2931,141111,0
Jaú,SP,-22.2936,-48.5592,137409,0
Araras,SP,-22.3572,-47.3842,135744,0
Votorantim,SP,-23.5446,-47.4388,133510,0
Valinhos,SP,-22.9698,-46.9974,132258,0
Sertãozinho,SP,-21.1316,-47.9875,132176,0
Tatuí,SP,-23.3487,-47.8461,129130,0
Itatiba,SP,-23.0035,-46.8464,127112,0
Barretos,SP,-20.5531,-48.5698,126957,0
Birigui,SP,-21.291,-50.3432,123340,0
Guaratinguetá,SP,-22.8075,-45.1938,121916,0
Jandira,SP,-23.5275,-46.9023,121550,0
Várzea Paulista,SP,-23.2136,-46.8234,119655,0
Catanduva,SP,-21.1314,-48.977,119275,0
Ribeirão Pires,SP,-23.7067,-46.4058,118954,0
Itanhaém,SP,-24.1736,-46.788,118495,0
Paulínia,SP,-22.7542,-47.1488,116674,0
Cubatão,SP,-23.8911,-46.424,114870,0
Ourinhos,SP,-22.9797,-49.8697,106911,0
Poá,SP,-23.5333,-46.3473,106355,0
Assis,SP,-22.66,-50.4183,104858,0
Leme,SP,-22.1809,-47.3841,101537,0
Votuporanga,SP,-20.4237,-49.9781,100568,0
Caçapava,SP,-23.0992,-45.7076,100071,0
Caieiras,SP,-23.3607,-46.7397,98549,0
Cajamar,SP,-23.355,-46.8781,98365,0
Mairiporã,SP,-23.3171,-46.5897,97835,0
Ubatuba,SP,-23.4332,-45.0834,97096,0
Avaré,SP,-23.1067,-48.9251,96450,0
São João da Boa Vista,SP,-21.9707,-46.7944,96080,0
Mogi Mirim,SP,-22.4332,-46.9532,95742,0
Itapeva,SP,-23.9788,-48.8764,92393,0
Arujá,SP,-23.3965,-46.32,90273,0
Lorena,SP,-22.7334,-45.1197,87468,0
São Sebastião,SP,-23.7951,-45.4143,84280,0
São Roque,SP,-23.5226,-47.1357,81366,0
Matão,SP,-21.6025,-48.364,81075,0
Campo Limpo Paulista,SP,-23.2078,-46.7889,79781,0
Vinhedo,SP,-23.0302,-46.9833,79089,0
Bebedouro,SP,-20.9491,-48.4791,78257,0
Ibiúna,SP,-23.6596,-47.223,77801,0
Lins,SP,-21.6718,-49.7526,76844,0
Cruzeiro,SP,-22.5728,-44.969,76444,0
Pirassununga,SP,-21.996,-47.4257,75594,0
Itupeva,SP,-23.1526,-47.0593,74994,0
Itapira,SP,-22.4357,-46.8224,74038,0
Fernandópolis,SP,-20.2806,-50.2471,73508,0
Jaboticabal,SP,-21.252,-48.3252,73473,0
Peruíbe,SP,-24.312,-47.0012,70629,0
Amparo,SP,-22.7088,-46.772,69792,0
Mococa,SP,-21.4647,-47.0024,69372,0
Embu-Guaçu,SP,-23.8297,-46.8136,68913,0
Lençóis Paulista,SP,-22.6027,-48.8037,68568,0
Monte Mor,SP,-22.945,-47.3122,67832,0
Bertioga,SP,-23.8486,-46.1396,67436,0
Mirassol,SP,-20.8169,-49.5206,65811,0
Tupã,SP,-21.9335,-50.5191,65433,0
Mongaguá,SP,-24.0809,-46.6265,64845,0
Nova Odessa,SP,-22.7832,-47.2941,64596,0
Boituva,SP,-23.2855,-47.6786,63850,0
Penápolis,SP,-21.4148,-50.0769,63426,0
Jaguariúna,SP,-22.7037,-46.9851,62309,0
Ibitinga,SP,-21.7562,-48.8319,62143,0
Registro,SP,-24.4979,-47.8449,61927,0
Andradina,SP,-20.8948,-51.3786,61625,0
Cosmópolis,SP,-22.6419,-47.1926,61167,0
Batatais,SP,-20.8929,-47.5921,59939,0
Porto Feliz,SP,-23.2093,-47.5251,58605,0
Olímpia,SP,-20.7366,-48.9106,56874,0
Louveira,SP,-23.0856,-46.9484,54865,0
Santa Isabel,SP,-23.3172,-46.2237,54691,0
Piedade,SP,-23.7139,-47.4256,54266,0
Porto Ferreira,SP,-21.8498,-47.487,53966,0
Artur Nogueira,SP,-22.5727,-47.1727,53467,0
São José do Rio Pardo,SP,-21.5953,-46.8873,53427,0
Tremembé,SP,-22.9571,-45.5475,53426,0
Taquaritinga,SP,-21.4049,-48.5103,53264,0
Vargem Grande Paulista,SP,-23.5993,-47.022,52352,0
Mairinque,SP,-23.5398,-47.185,51888,0
Capivari,SP,-22.9951,-47.5071,51369,0
Jales,SP,-20.2672,-50.5494,50078,0
São Joaquim da Barra,SP,-20.5812,-47.8593,49885,0
Monte Alto,SP,-21.2655,-48.4971,48758,0
Cabreúva,SP,-23.3053,-47.1362,48654,0
Campos do Jordão,SP,-22.7296,-45.5833,47956,0
Santa Cruz do Rio Pardo,SP,-22.8988,-49.6354,47759,0
Capão Bonito,SP,-24.0113,-48.3482,47409,0
Jardinópolis,SP,-21.0176,-47.7606,47125,0
Dracena,SP,-21.4843,-51.535,46735,0
Cerquilho,SP,-23.1665,-47.7459,46391,0
Pederneiras,SP,-22.3511,-48.7781,46337,0
Serrana,SP,-21.2043,-47.5952,45580,0
Rio Grande da Serra,SP,-23.7437,-46.3971,45324,0
Salto de Pirapora,SP,-23.6474,-47.5743,45262,0
Itararé,SP,-24.1085,-49.3352,45213,0
Pedreira,SP,-22.7413,-46.8948,44385,0
Garça,SP,-22.2125,-49.6546,43081,0
Paraguaçu Paulista,SP,-22.4114,-50.5732,42049,0
Socorro,SP,-22.5903,-46.5251,41527,0
Vargem Grande do Sul,SP,-21.8322,-46.8913,41256,0
Espírito Santo do Pinhal,SP,-22.1909,-46.7477,40610,0
Guaíra,SP,-20.3196,-48.312,40489,0
Itápolis,SP,-21.5942,-48.8149,40445,0
Presidente Epitácio,SP,-21.7651,-52.1111,40322,0
Jarinu,SP,-23.1039,-46.728,40007,0
São Pedro,SP,-22.5483,-47.9096,39855,0
Novo Horizonte,SP,-21.4651,-49.2234,39494,0
Orlândia,SP,-20.7169,-47.8852,39144,0
Agudos,SP,-22.4694,-48.9863,38988,0
Tietê,SP,-23.1101,-47.7164,38723,0
Guariba,SP,-21.3594,-48.2316,38678,0
Ituverava,SP,-20.3355,-47.7902,38413,0
Pontal,SP,-21.0216,-48.0423,38286,0
Iperó,SP,-23.3513,-47.6927,38277,0
São Manuel,SP,-22.7321,-48.5723,38131,0
José Bonifácio,SP,-21.0551,-49.6892,37992,0
Ilhabela,SP,-23.7785,-45.3552,36559,0
Santa Fé do Sul,SP,-20.2083,-50.932,36288,0
Promissão,SP,-21.5356,-49.8599,35973,0
Presidente Venceslau,SP,-21.8732,-51.8447,35810,0
Adamantina,SP,-21.682,-51.0737,35673,0
Barra Bonita,SP,-22.4909,-48.5583,35129,0
Pitangueiras,SP,-21.0132,-48.221,34361,0
Cravinhos,SP,-21.338,-47.7324,34307,0
Araçoiaba da Serra,SP,-23.5029,-47.6166,33832,0
Américo Brasiliense,SP,-21.7288,-48.1147,33708,0
Barrinha,SP,-21.1864,-48.1636,33304,0
Ibaté,SP,-21.9584,-47.9882,33160,0
Aparecida,SP,-22.8495,-45.2325,33141,0
São Miguel Arcanjo,SP,-23.8782,-47.9935,32924,0
Aguaí,SP,-22.0572,-46.9735,32886,0
Descalvado,SP,-21.9002,-47.6181,32663,0
Guararema,SP,-23.4112,-46.0369,32620,0
Cachoeira Paulista,SP,-22.6665,-45.0154,32534,0
Bariri,SP,-22.073,-48.7438,32406,0
Rio das Pedras,SP,-22.8417,-47.6047,32329,0
Osvaldo Cruz,SP,-21.7968,-50.8793,32112,0
Guararapes,SP,-21.2544,-50.6453,31888,0
Serra Negra,SP,-22.6139,-46.7033,31047,0
Biritiba-Mirim,SP,-23.5698,-46.0407,30564,0
Piraju,SP,-23.1981,-49.3803,30294,0
Cândido Mota,SP,-22.7471,-50.3873,30157,0
Iguape,SP,-24.699,-47.5537,29891,0
Santa Cruz das Palmeiras,SP,-21.8235,-47.248,29489,0
Rancharia,SP,-22.2269,-50.893,29387,0
Bady Bassitt,SP,-20.9197,-49.4385,29346,0
Cajati,SP,-24.7324,-48.1223,29262,0
Conchal,SP,-22.3375,-47.1729,29132,0
Casa Branca,SP,-21.7708,-47.0852,28779,0
Mirandópolis,SP,-21.1313,-51.1035,28754,0
Morro Agudo,SP,-20.7288,-48.0581,28521,0
Pilar do Sul,SP,-23.8077,-47.7222,28459,0
Álvares Machado,SP,-22.0764,-51.4722,28386,0
Juquitiba,SP,-23.9244,-47.0653,27969,0
Laranjal Paulista,SP,-23.0506,-47.8375,27044,0
